Region,district,Date,visitors
Domestic,Mahbubnagar,01-04-19,183268
Domestic,Mahbubnagar,01-05-19,175202
Domestic,Mahbubnagar,01-06-19,175853
Domestic,Mahbubnagar,01-07-19,100398
Domestic,Mahbubnagar,01-08-19,104787
Domestic,Mahbubnagar,01-09-19,141387
Domestic,Mahbubnagar,01-10-19,130227
Domestic,Mahbubnagar,01-11-19,234066
Domestic,Mahbubnagar,01-12-19,148938
Domestic,Mancherial,01-01-19,18420
Domestic,Mancherial,01-02-19,26325
Domestic,Mancherial,01-03-19,16253
Domestic,Mancherial,01-04-19,23026
Domestic,Mancherial,01-05-19,26616
Domestic,Mancherial,01-06-19,24593
Domestic,Mancherial,01-07-19,22303
Domestic,Mancherial,01-08-19,21191
Domestic,Mancherial,01-09-19,24079
Domestic,Mancherial,01-10-19,20867
Domestic,Mancherial,01-11-19,29302
Domestic,Mancherial,01-12-19,16835
Domestic,Medak ,01-01-19,400000
Domestic,Medak ,01-02-19,600000
Domestic,Medak ,01-03-19,1000000
Domestic,Medak ,01-04-19,650000
Domestic,Medak ,01-05-19,400000
Domestic,Medak ,01-06-19,300000
Domestic,Medak ,01-07-19,350000
Domestic,Medak ,01-08-19,349900
Domestic,Medak ,01-09-19,350400
Domestic,Medak ,01-10-19,350000
Domestic,Medak ,01-11-19,351560
Domestic,Medak ,01-12-19,350710
Domestic,Medchal ,01-01-19,
Domestic,Medchal ,01-02-19,
Domestic,Medchal ,01-03-19,
Domestic,Medchal ,01-04-19,
Domestic,Medchal ,01-05-19,
Domestic,Medchal ,01-06-19,
Domestic,Medchal ,01-07-19,
Domestic,Medchal ,01-08-19,
Domestic,Medchal ,01-09-19,
Domestic,Medchal ,01-10-19,
Domestic,Medchal ,01-11-19,
Domestic,Medchal ,01-12-19,
Domestic,Mulugu,01-01-19,0
Domestic,Mulugu,01-02-19,159640
Domestic,Mulugu,01-03-19,156610
Domestic,Mulugu,01-04-19,152570
Domestic,Mulugu,01-05-19,154550
Domestic,Mulugu,01-06-19,163480
Domestic,Mulugu,01-07-19,167700
Domestic,Mulugu,01-08-19,171050
Domestic,Mulugu,01-09-19,172900
Domestic,Mulugu,01-10-19,172500
Domestic,Mulugu,01-11-19,173700
Domestic,Mulugu,01-12-19,175100
Domestic,Nagarkurnool ,01-01-19,228812
Domestic,Nagarkurnool ,01-02-19,286258
Domestic,Nagarkurnool ,01-03-19,184508
Domestic,Nagarkurnool ,01-04-19,121460
Domestic,Nagarkurnool ,01-05-19,184372
Domestic,Nagarkurnool ,01-06-19,184508
Domestic,Nagarkurnool ,01-07-19,93450
Domestic,Nagarkurnool ,01-08-19,118010
Domestic,Nagarkurnool ,01-09-19,175712
Domestic,Nagarkurnool ,01-10-19,196160
Domestic,Nagarkurnool ,01-11-19,121425
Domestic,Nagarkurnool ,01-12-19,198637
Domestic,Nalgonda,01-01-19,21284
Domestic,Nalgonda,01-02-19,13697
Domestic,Nalgonda,01-03-19,8467
Domestic,Nalgonda,01-04-19,7202
Domestic,Nalgonda,01-05-19,26338
Domestic,Nalgonda,01-06-19,5558
Domestic,Nalgonda,01-07-19,19783
Domestic,Nalgonda,01-08-19,7473
Domestic,Nalgonda,01-09-19,5230
Domestic,Nalgonda,01-10-19,5290
Domestic,Nalgonda,01-11-19,7177
Domestic,Nalgonda,01-12-19,13419
Domestic,Narayanapet,01-01-19,
Domestic,Narayanapet,01-02-19,
Domestic,Narayanapet,01-03-19,
Domestic,Narayanapet,01-04-19,
Domestic,Narayanapet,01-05-19,
Domestic,Narayanapet,01-06-19,
Domestic,Narayanapet,01-07-19,68842
Domestic,Narayanapet,01-08-19,72249
Domestic,Narayanapet,01-09-19,62841
Domestic,Narayanapet,01-10-19,58213
Domestic,Narayanapet,01-11-19,62750
Domestic,Narayanapet,01-12-19,64355
Domestic,Nirmal,01-01-19,313675
Domestic,Nirmal,01-02-19,443898
Domestic,Nirmal,01-03-19,424964
Domestic,Nirmal,01-04-19,327971
Domestic,Nirmal,01-05-19,149705
Domestic,Nirmal,01-06-19,349747
Domestic,Nirmal,01-07-19,359495
Domestic,Nirmal,01-08-19,334646
Domestic,Nirmal,01-09-19,299827
Domestic,Nirmal,01-10-19,263412
Domestic,Nirmal,01-11-19,253388
Domestic,Nirmal,01-12-19,296050
Domestic,Nizamabad,01-01-19,878
Domestic,Nizamabad,01-02-19,915
Domestic,Nizamabad,01-03-19,938
Domestic,Nizamabad,01-04-19,958
Domestic,Nizamabad,01-05-19,1193
Domestic,Nizamabad,01-06-19,686
Domestic,Nizamabad,01-07-19,990
Domestic,Nizamabad,01-08-19,1004
Domestic,Nizamabad,01-09-19,6572
Domestic,Nizamabad,01-10-19,8849
Domestic,Nizamabad,01-11-19,11950
Domestic,Nizamabad,01-12-19,11400
Domestic,Peddapalli,01-01-19,1055
Domestic,Peddapalli,01-02-19,1157
Domestic,Peddapalli,01-03-19,895
Domestic,Peddapalli,01-04-19,942
Domestic,Peddapalli,01-05-19,802
Domestic,Peddapalli,01-06-19,735
Domestic,Peddapalli,01-07-19,1085
Domestic,Peddapalli,01-08-19,1505
Domestic,Peddapalli,01-09-19,1785
Domestic,Peddapalli,01-10-19,2080
Domestic,Peddapalli,01-11-19,2225
Domestic,Peddapalli,01-12-19,2315
Domestic,Rajanna Sircilla ,01-01-19,6188298
Domestic,Rajanna Sircilla ,01-02-19,1015550
Domestic,Rajanna Sircilla ,01-03-19,1444971
Domestic,Rajanna Sircilla ,01-04-19,1148062
Domestic,Rajanna Sircilla ,01-05-19,1018131
Domestic,Rajanna Sircilla ,01-06-19,1128849
Domestic,Rajanna Sircilla ,01-07-19,422961
Domestic,Rajanna Sircilla ,01-08-19,586118
Domestic,Rajanna Sircilla ,01-09-19,501293
Domestic,Rajanna Sircilla ,01-10-19,646492
Domestic,Rajanna Sircilla ,01-11-19,1259371
Domestic,Rajanna Sircilla ,01-12-19,1472801
Domestic,Ranga Reddy,01-01-19,
Domestic,Ranga Reddy,01-02-19,
Domestic,Ranga Reddy,01-03-19,
Domestic,Ranga Reddy,01-04-19,
Domestic,Ranga Reddy,01-05-19,
Domestic,Ranga Reddy,01-06-19,
Domestic,Ranga Reddy,01-07-19,
Domestic,Ranga Reddy,01-08-19,
Domestic,Ranga Reddy,01-09-19,
Domestic,Ranga Reddy,01-10-19,
Domestic,Ranga Reddy,01-11-19,
Domestic,Ranga Reddy,01-12-19,
Domestic,Sangareddy ,01-01-19,144000
Domestic,Sangareddy ,01-02-19,148000
Domestic,Sangareddy ,01-03-19,747000
Domestic,Sangareddy ,01-04-19,205000
Domestic,Sangareddy ,01-05-19,133000
Domestic,Sangareddy ,01-06-19,347000
Domestic,Sangareddy ,01-07-19,467000
Domestic,Sangareddy ,01-08-19,466150
Domestic,Sangareddy ,01-09-19,468350
Domestic,Sangareddy ,01-10-19,467470
Domestic,Sangareddy ,01-11-19,481720
Domestic,Sangareddy ,01-12-19,478470
Domestic,Siddipet,01-01-19,140793
Domestic,Siddipet,01-02-19,199549
Domestic,Siddipet,01-03-19,204600
Domestic,Siddipet,01-04-19,184412
Domestic,Siddipet,01-05-19,110500
Domestic,Siddipet,01-06-19,1037000
Domestic,Siddipet,01-07-19,179320
Domestic,Siddipet,01-08-19,190750
Domestic,Siddipet,01-09-19,122550
Domestic,Siddipet,01-10-19,191330
Domestic,Siddipet,01-11-19,209130
Domestic,Siddipet,01-12-19,217930
Domestic,Suryapet,01-01-19,
Domestic,Suryapet,01-02-19,
Domestic,Suryapet,01-03-19,
Domestic,Suryapet,01-04-19,
Domestic,Suryapet,01-05-19,
Domestic,Suryapet,01-06-19,
Domestic,Suryapet,01-07-19,
Domestic,Suryapet,01-08-19,
Domestic,Suryapet,01-09-19,
Domestic,Suryapet,01-10-19,
Domestic,Suryapet,01-11-19,
Domestic,Suryapet,01-12-19,
Domestic,Vikarabad,01-01-19,
Domestic,Vikarabad,01-02-19,
Domestic,Vikarabad,01-03-19,
Domestic,Vikarabad,01-04-19,
Domestic,Vikarabad,01-05-19,
Domestic,Vikarabad,01-06-19,
Domestic,Vikarabad,01-07-19,
Domestic,Vikarabad,01-08-19,
Domestic,Vikarabad,01-09-19,
Domestic,Vikarabad,01-10-19,
Domestic,Vikarabad,01-11-19,
Domestic,Vikarabad,01-12-19,
Domestic,Wanaparthy ,01-01-19,28131
Domestic,Wanaparthy ,01-02-19,22342
Domestic,Wanaparthy ,01-03-19,20050
Domestic,Wanaparthy ,01-04-19,23749
Domestic,Wanaparthy ,01-05-19,20010
Domestic,Wanaparthy ,01-06-19,20050
Domestic,Wanaparthy ,01-07-19,32625
Domestic,Wanaparthy ,01-08-19,35860
Domestic,Wanaparthy ,01-09-19,21375
Domestic,Wanaparthy ,01-10-19,21234
Domestic,Wanaparthy ,01-11-19,32657
Domestic,Wanaparthy ,01-12-19,20556
Domestic,Warangal (Rural),01-01-19,28700
Domestic,Warangal (Rural),01-02-19,28800
Domestic,Warangal (Rural),01-03-19,29000
Domestic,Warangal (Rural),01-04-19,26900
Domestic,Warangal (Rural),01-05-19,24900
Domestic,Warangal (Rural),01-06-19,27100
Domestic,Warangal (Rural),01-07-19,28600
Domestic,Warangal (Rural),01-08-19,31600
Domestic,Warangal (Rural),01-09-19,32600
Domestic,Warangal (Rural),01-10-19,31100
Domestic,Warangal (Rural),01-11-19,32150
Domestic,Warangal (Rural),01-12-19,32050
Domestic,Warangal (Urban),01-01-19,151545
Domestic,Warangal (Urban),01-02-19,157755
Domestic,Warangal (Urban),01-03-19,154305
Domestic,Warangal (Urban),01-04-19,150425
Domestic,Warangal (Urban),01-05-19,143230
Domestic,Warangal (Urban),01-06-19,144400
Domestic,Warangal (Urban),01-07-19,145440
Domestic,Warangal (Urban),01-08-19,148030
Domestic,Warangal (Urban),01-09-19,151070
Domestic,Warangal (Urban),01-10-19,147450
Domestic,Warangal (Urban),01-11-19,153880
Domestic,Warangal (Urban),01-12-19,147700
Domestic,Yadadri Bhongir,01-01-19,479293
Domestic,Yadadri Bhongir,01-02-19,56525
Domestic,Yadadri Bhongir,01-03-19,481923
Domestic,Yadadri Bhongir,01-04-19,441150
Domestic,Yadadri Bhongir,01-05-19,345790
Domestic,Yadadri Bhongir,01-06-19,370566
Domestic,Yadadri Bhongir,01-07-19,332770
Domestic,Yadadri Bhongir,01-08-19,389010
Domestic,Yadadri Bhongir,01-09-19,366862
Domestic,Yadadri Bhongir,01-10-19,381860
Domestic,Yadadri Bhongir,01-11-19,365990
Domestic,Yadadri Bhongir,01-12-19,477635
Foreign,Adilabad,01-01-16,2
Foreign,Adilabad,01-02-16,0
Foreign,Adilabad,01-03-16,2
Foreign,Adilabad,01-04-16,0
Foreign,Adilabad,01-05-16,0
Foreign,Adilabad,01-06-16,0
Foreign,Adilabad,01-07-16,4
Foreign,Adilabad,01-08-16,2
Foreign,Adilabad,01-09-16,0
Foreign,Adilabad,01-10-16,0
Foreign,Adilabad,01-11-16,0
Foreign,Adilabad,01-12-16,0
Foreign,Bhadradri Kothagudem ,01-01-16,
Foreign,Bhadradri Kothagudem ,01-02-16,
Foreign,Bhadradri Kothagudem ,01-03-16,
Foreign,Bhadradri Kothagudem ,01-04-16,
Foreign,Bhadradri Kothagudem ,01-05-16,
Foreign,Bhadradri Kothagudem ,01-06-16,
Foreign,Bhadradri Kothagudem ,01-07-16,
Foreign,Bhadradri Kothagudem ,01-08-16,
Foreign,Bhadradri Kothagudem ,01-09-16,
Foreign,Bhadradri Kothagudem ,01-10-16,0
Foreign,Bhadradri Kothagudem ,01-11-16,0
Foreign,Bhadradri Kothagudem ,01-12-16,0
Foreign,Hyderabad,01-01-16,15865
Foreign,Hyderabad,01-02-16,29646
Foreign,Hyderabad,01-03-16,13019
Foreign,Hyderabad,01-04-16,8402
Foreign,Hyderabad,01-05-16,8522
Foreign,Hyderabad,01-06-16,10284
Foreign,Hyderabad,01-07-16,17142
Foreign,Hyderabad,01-08-16,12842
Foreign,Hyderabad,01-09-16,9397
Foreign,Hyderabad,01-10-16,12808
Foreign,Hyderabad,01-11-16,8084
Foreign,Hyderabad,01-12-16,17620
Foreign,Jagtial ,01-01-16,
Foreign,Jagtial ,01-02-16,
Foreign,Jagtial ,01-03-16,
Foreign,Jagtial ,01-04-16,
Foreign,Jagtial ,01-05-16,
Foreign,Jagtial ,01-06-16,
Foreign,Jagtial ,01-07-16,
Foreign,Jagtial ,01-08-16,
Foreign,Jagtial ,01-09-16,
Foreign,Jagtial ,01-10-16,0
Foreign,Jagtial ,01-11-16,0
Foreign,Jagtial ,01-12-16,0
Foreign,Jangaon ,01-01-16,
Foreign,Jangaon ,01-02-16,
Foreign,Jangaon ,01-03-16,
Foreign,Jangaon ,01-04-16,
Foreign,Jangaon ,01-05-16,
Foreign,Jangaon ,01-06-16,
Foreign,Jangaon ,01-07-16,
Foreign,Jangaon ,01-08-16,
Foreign,Jangaon ,01-09-16,
Foreign,Jangaon ,01-10-16,0
Foreign,Jangaon ,01-11-16,2
Foreign,Jangaon ,01-12-16,0
Foreign,Jayashankar Bhoopalpally,01-01-16,
Foreign,Jayashankar Bhoopalpally,01-02-16,
Foreign,Jayashankar Bhoopalpally,01-03-16,
Foreign,Jayashankar Bhoopalpally,01-04-16,
Foreign,Jayashankar Bhoopalpally,01-05-16,
Foreign,Jayashankar Bhoopalpally,01-06-16,
Foreign,Jayashankar Bhoopalpally,01-07-16,
Foreign,Jayashankar Bhoopalpally,01-08-16,
Foreign,Jayashankar Bhoopalpally,01-09-16,
Foreign,Jayashankar Bhoopalpally,01-10-16,24
Foreign,Jayashankar Bhoopalpally,01-11-16,22
Foreign,Jayashankar Bhoopalpally,01-12-16,40
Foreign,Jogulamba Gadwal ,01-01-16,
Foreign,Jogulamba Gadwal ,01-02-16,
Foreign,Jogulamba Gadwal ,01-03-16,
Foreign,Jogulamba Gadwal ,01-04-16,
Foreign,Jogulamba Gadwal ,01-05-16,
Foreign,Jogulamba Gadwal ,01-06-16,
Foreign,Jogulamba Gadwal ,01-07-16,
Foreign,Jogulamba Gadwal ,01-08-16,
Foreign,Jogulamba Gadwal ,01-09-16,
Foreign,Jogulamba Gadwal ,01-10-16,13
Foreign,Jogulamba Gadwal ,01-11-16,21
Foreign,Jogulamba Gadwal ,01-12-16,11
Foreign,Kamareddy ,01-01-16,
Foreign,Kamareddy ,01-02-16,
Foreign,Kamareddy ,01-03-16,
Foreign,Kamareddy ,01-04-16,
Foreign,Kamareddy ,01-05-16,
Foreign,Kamareddy ,01-06-16,
Foreign,Kamareddy ,01-07-16,
Foreign,Kamareddy ,01-08-16,
Foreign,Kamareddy ,01-09-16,
Foreign,Kamareddy ,01-10-16,0
Foreign,Kamareddy ,01-11-16,0
Foreign,Kamareddy ,01-12-16,0
Foreign,Karimnagar ,01-01-16,0
Foreign,Karimnagar ,01-02-16,0
Foreign,Karimnagar ,01-03-16,0
Foreign,Karimnagar ,01-04-16,0
Foreign,Karimnagar ,01-05-16,0
Foreign,Karimnagar ,01-06-16,0
Foreign,Karimnagar ,01-07-16,0
Foreign,Karimnagar ,01-08-16,0
Foreign,Karimnagar ,01-09-16,0
Foreign,Karimnagar ,01-10-16,0
Foreign,Karimnagar ,01-11-16,0
Foreign,Karimnagar ,01-12-16,0
Foreign,Khammam,01-01-16,0
Foreign,Khammam,01-02-16,0
Foreign,Khammam,01-03-16,0
Foreign,Khammam,01-04-16,0
Foreign,Khammam,01-05-16,0
Foreign,Khammam,01-06-16,0
Foreign,Khammam,01-07-16,0
Foreign,Khammam,01-08-16,0
Foreign,Khammam,01-09-16,0
Foreign,Khammam,01-10-16,0
Foreign,Khammam,01-11-16,0
Foreign,Khammam,01-12-16,0
Foreign,Komaram Bheem Asifabad,01-01-16,
Foreign,Komaram Bheem Asifabad,01-02-16,
Foreign,Komaram Bheem Asifabad,01-03-16,
Foreign,Komaram Bheem Asifabad,01-04-16,
Foreign,Komaram Bheem Asifabad,01-05-16,
Foreign,Komaram Bheem Asifabad,01-06-16,
Foreign,Komaram Bheem Asifabad,01-07-16,
Foreign,Komaram Bheem Asifabad,01-08-16,
Foreign,Komaram Bheem Asifabad,01-09-16,
Foreign,Komaram Bheem Asifabad,01-10-16,0
Foreign,Komaram Bheem Asifabad,01-11-16,0
Foreign,Komaram Bheem Asifabad,01-12-16,0
Foreign,Mahabubabad ,01-01-16,
Foreign,Mahabubabad ,01-02-16,
Foreign,Mahabubabad ,01-03-16,
Foreign,Mahabubabad ,01-04-16,
Foreign,Mahabubabad ,01-05-16,
Foreign,Mahabubabad ,01-06-16,
Foreign,Mahabubabad ,01-07-16,
Foreign,Mahabubabad ,01-08-16,
Foreign,Mahabubabad ,01-09-16,
Foreign,Mahabubabad ,01-10-16,0
Foreign,Mahabubabad ,01-11-16,0
Foreign,Mahabubabad ,01-12-16,0
Foreign,Mahbubnagar,01-01-16,123
Foreign,Mahbubnagar,01-02-16,126
Foreign,Mahbubnagar,01-03-16,103
Foreign,Mahbubnagar,01-04-16,75
Foreign,Mahbubnagar,01-05-16,58
Foreign,Mahbubnagar,01-06-16,68
Foreign,Mahbubnagar,01-07-16,63
Foreign,Mahbubnagar,01-08-16,86
Foreign,Mahbubnagar,01-09-16,74
Foreign,Mahbubnagar,01-10-16,37
Foreign,Mahbubnagar,01-11-16,29
Foreign,Mahbubnagar,01-12-16,26
Foreign,Mancherial,01-01-16,
Foreign,Mancherial,01-02-16,
Foreign,Mancherial,01-03-16,
Foreign,Mancherial,01-04-16,
Foreign,Mancherial,01-05-16,
Foreign,Mancherial,01-06-16,
Foreign,Mancherial,01-07-16,
Foreign,Mancherial,01-08-16,
Foreign,Mancherial,01-09-16,
Foreign,Mancherial,01-10-16,0
Foreign,Mancherial,01-11-16,0
Foreign,Mancherial,01-12-16,0
Foreign,Medak ,01-01-16,0
Foreign,Medak ,01-02-16,0
Foreign,Medak ,01-03-16,0
Foreign,Medak ,01-04-16,0
Foreign,Medak ,01-05-16,0
Foreign,Medak ,01-06-16,0
Foreign,Medak ,01-07-16,0
Foreign,Medak ,01-08-16,0
Foreign,Medak ,01-09-16,0
Foreign,Medak ,01-10-16,0
Foreign,Medak ,01-11-16,0
Foreign,Medak ,01-12-16,0
Foreign,Medchal ,01-01-16,
Foreign,Medchal ,01-02-16,
Foreign,Medchal ,01-03-16,
Foreign,Medchal ,01-04-16,
Foreign,Medchal ,01-05-16,
Foreign,Medchal ,01-06-16,
Foreign,Medchal ,01-07-16,
Foreign,Medchal ,01-08-16,
Foreign,Medchal ,01-09-16,
Foreign,Medchal ,01-10-16,
Foreign,Medchal ,01-11-16,
Foreign,Medchal ,01-12-16,
Foreign,Nagarkurnool ,01-01-16,
Foreign,Nagarkurnool ,01-02-16,
Foreign,Nagarkurnool ,01-03-16,
Foreign,Nagarkurnool ,01-04-16,
Foreign,Nagarkurnool ,01-05-16,
Foreign,Nagarkurnool ,01-06-16,
Foreign,Nagarkurnool ,01-07-16,
Foreign,Nagarkurnool ,01-08-16,
Foreign,Nagarkurnool ,01-09-16,
Foreign,Nagarkurnool ,01-10-16,8
Foreign,Nagarkurnool ,01-11-16,11
Foreign,Nagarkurnool ,01-12-16,10
Foreign,Nalgonda,01-01-16,0
Foreign,Nalgonda,01-02-16,0
Foreign,Nalgonda,01-03-16,0
Foreign,Nalgonda,01-04-16,0
Foreign,Nalgonda,01-05-16,0
Foreign,Nalgonda,01-06-16,0
Foreign,Nalgonda,01-07-16,0
Foreign,Nalgonda,01-08-16,0
Foreign,Nalgonda,01-09-16,0
Foreign,Nalgonda,01-10-16,0
Foreign,Nalgonda,01-11-16,0
Foreign,Nalgonda,01-12-16,0
Foreign,Nirmal,01-01-16,
Foreign,Nirmal,01-02-16,
Foreign,Nirmal,01-03-16,
Foreign,Nirmal,01-04-16,
Foreign,Nirmal,01-05-16,
Foreign,Nirmal,01-06-16,
Foreign,Nirmal,01-07-16,
Foreign,Nirmal,01-08-16,
Foreign,Nirmal,01-09-16,
Foreign,Nirmal,01-10-16,0
Foreign,Nirmal,01-11-16,0
Foreign,Nirmal,01-12-16,0
Foreign,Nizamabad,01-01-16,0
Foreign,Nizamabad,01-02-16,0
Foreign,Nizamabad,01-03-16,0
Foreign,Nizamabad,01-04-16,0
Foreign,Nizamabad,01-05-16,0
Foreign,Nizamabad,01-06-16,0
Foreign,Nizamabad,01-07-16,0
Foreign,Nizamabad,01-08-16,0
Foreign,Nizamabad,01-09-16,0
Foreign,Nizamabad,01-10-16,0
Foreign,Nizamabad,01-11-16,0
Foreign,Nizamabad,01-12-16,0
Foreign,Peddapalli,01-01-16,
Foreign,Peddapalli,01-02-16,
Foreign,Peddapalli,01-03-16,
Foreign,Peddapalli,01-04-16,
Foreign,Peddapalli,01-05-16,
Foreign,Peddapalli,01-06-16,
Foreign,Peddapalli,01-07-16,
Foreign,Peddapalli,01-08-16,
Foreign,Peddapalli,01-09-16,
Foreign,Peddapalli,01-10-16,0
Foreign,Peddapalli,01-11-16,0
Foreign,Peddapalli,01-12-16,0
Foreign,Rajanna Sircilla ,01-01-16,
Foreign,Rajanna Sircilla ,01-02-16,
Foreign,Rajanna Sircilla ,01-03-16,
Foreign,Rajanna Sircilla ,01-04-16,
Foreign,Rajanna Sircilla ,01-05-16,
Foreign,Rajanna Sircilla ,01-06-16,
Foreign,Rajanna Sircilla ,01-07-16,
Foreign,Rajanna Sircilla ,01-08-16,
Foreign,Rajanna Sircilla ,01-09-16,
Foreign,Rajanna Sircilla ,01-10-16,0
Foreign,Rajanna Sircilla ,01-11-16,0
Foreign,Rajanna Sircilla ,01-12-16,0
Foreign,Ranga Reddy,01-01-16,
Foreign,Ranga Reddy,01-02-16,
Foreign,Ranga Reddy,01-03-16,
Foreign,Ranga Reddy,01-04-16,
Foreign,Ranga Reddy,01-05-16,
Foreign,Ranga Reddy,01-06-16,
Foreign,Ranga Reddy,01-07-16,
Foreign,Ranga Reddy,01-08-16,
Foreign,Ranga Reddy,01-09-16,
Foreign,Ranga Reddy,01-10-16,
Foreign,Ranga Reddy,01-11-16,
Foreign,Ranga Reddy,01-12-16,
Foreign,Sangareddy ,01-01-16,
Foreign,Sangareddy ,01-02-16,
Foreign,Sangareddy ,01-03-16,
Foreign,Sangareddy ,01-04-16,
Foreign,Sangareddy ,01-05-16,
Foreign,Sangareddy ,01-06-16,
Foreign,Sangareddy ,01-07-16,
Foreign,Sangareddy ,01-08-16,
Foreign,Sangareddy ,01-09-16,
Foreign,Sangareddy ,01-10-16,0
Foreign,Sangareddy ,01-11-16,0
Foreign,Sangareddy ,01-12-16,0
Foreign,Siddipet,01-01-16,
Foreign,Siddipet,01-02-16,
Foreign,Siddipet,01-03-16,
Foreign,Siddipet,01-04-16,
Foreign,Siddipet,01-05-16,
Foreign,Siddipet,01-06-16,
Foreign,Siddipet,01-07-16,
Foreign,Siddipet,01-08-16,
Foreign,Siddipet,01-09-16,
Foreign,Siddipet,01-10-16,0
Foreign,Siddipet,01-11-16,0
Foreign,Siddipet,01-12-16,0
Foreign,Suryapet,01-01-16,
Foreign,Suryapet,01-02-16,
Foreign,Suryapet,01-03-16,
Foreign,Suryapet,01-04-16,
Foreign,Suryapet,01-05-16,
Foreign,Suryapet,01-06-16,
Foreign,Suryapet,01-07-16,
Foreign,Suryapet,01-08-16,
Foreign,Suryapet,01-09-16,
Foreign,Suryapet,01-10-16,0
Foreign,Suryapet,01-11-16,0
Foreign,Suryapet,01-12-16,0
Foreign,Vikarabad,01-01-16,
Foreign,Vikarabad,01-02-16,
Foreign,Vikarabad,01-03-16,
Foreign,Vikarabad,01-04-16,
Foreign,Vikarabad,01-05-16,
Foreign,Vikarabad,01-06-16,
Foreign,Vikarabad,01-07-16,
Foreign,Vikarabad,01-08-16,
Foreign,Vikarabad,01-09-16,
Foreign,Vikarabad,01-10-16,
Foreign,Vikarabad,01-11-16,
Foreign,Vikarabad,01-12-16,
Foreign,Wanaparthy ,01-01-16,
Foreign,Wanaparthy ,01-02-16,
Foreign,Wanaparthy ,01-03-16,
Foreign,Wanaparthy ,01-04-16,
Foreign,Wanaparthy ,01-05-16,
Foreign,Wanaparthy ,01-06-16,
Foreign,Wanaparthy ,01-07-16,
Foreign,Wanaparthy ,01-08-16,
Foreign,Wanaparthy ,01-09-16,
Foreign,Wanaparthy ,01-10-16,0
Foreign,Wanaparthy ,01-11-16,0
Foreign,Wanaparthy ,01-12-16,0
Foreign,Warangal (Rural),01-01-16,
Foreign,Warangal (Rural),01-02-16,
Foreign,Warangal (Rural),01-03-16,
Foreign,Warangal (Rural),01-04-16,
Foreign,Warangal (Rural),01-05-16,
Foreign,Warangal (Rural),01-06-16,
Foreign,Warangal (Rural),01-07-16,
Foreign,Warangal (Rural),01-08-16,
Foreign,Warangal (Rural),01-09-16,
Foreign,Warangal (Rural),01-10-16,0
Foreign,Warangal (Rural),01-11-16,0
Foreign,Warangal (Rural),01-12-16,0
Foreign,Warangal (Urban),01-01-16,459
Foreign,Warangal (Urban),01-02-16,391
Foreign,Warangal (Urban),01-03-16,230
Foreign,Warangal (Urban),01-04-16,39
Foreign,Warangal (Urban),01-05-16,82
Foreign,Warangal (Urban),01-06-16,88
Foreign,Warangal (Urban),01-07-16,53
Foreign,Warangal (Urban),01-08-16,102
Foreign,Warangal (Urban),01-09-16,118
Foreign,Warangal (Urban),01-10-16,108
Foreign,Warangal (Urban),01-11-16,97
Foreign,Warangal (Urban),01-12-16,132
Foreign,Yadadri Bhongir,01-01-16,
Foreign,Yadadri Bhongir,01-02-16,
Foreign,Yadadri Bhongir,01-03-16,
Foreign,Yadadri Bhongir,01-04-16,
Foreign,Yadadri Bhongir,01-05-16,
Foreign,Yadadri Bhongir,01-06-16,
Foreign,Yadadri Bhongir,01-07-16,
Foreign,Yadadri Bhongir,01-08-16,
Foreign,Yadadri Bhongir,01-09-16,
Foreign,Yadadri Bhongir,01-10-16,0
Foreign,Yadadri Bhongir,01-11-16,0
Foreign,Yadadri Bhongir,01-12-16,0
Foreign,Adilabad,01-01-17,5
Foreign,Adilabad,01-02-17,0
Foreign,Adilabad,01-03-17,0
Foreign,Adilabad,01-04-17,0
Foreign,Adilabad,01-05-17,0
Foreign,Adilabad,01-06-17,3
Foreign,Adilabad,01-07-17,0
Foreign,Adilabad,01-08-17,0
Foreign,Adilabad,01-09-17,3
Foreign,Adilabad,01-10-17,0
Foreign,Adilabad,01-11-17,0
Foreign,Adilabad,01-12-17,0
Foreign,Bhadradri Kothagudem ,01-01-17,0
Foreign,Bhadradri Kothagudem ,01-02-17,0
Foreign,Bhadradri Kothagudem ,01-03-17,0
Foreign,Bhadradri Kothagudem ,01-04-17,0
Foreign,Bhadradri Kothagudem ,01-05-17,0
Foreign,Bhadradri Kothagudem ,01-06-17,0
Foreign,Bhadradri Kothagudem ,01-07-17,0
Foreign,Bhadradri Kothagudem ,01-08-17,0
Foreign,Bhadradri Kothagudem ,01-09-17,0
Foreign,Bhadradri Kothagudem ,01-10-17,0
Foreign,Bhadradri Kothagudem ,01-11-17,0
Foreign,Bhadradri Kothagudem ,01-12-17,0
Foreign,Hyderabad,01-01-17,19286
Foreign,Hyderabad,01-02-17,18097
Foreign,Hyderabad,01-03-17,13875
Foreign,Hyderabad,01-04-17,12996
Foreign,Hyderabad,01-05-17,12983
Foreign,Hyderabad,01-06-17,12486
Foreign,Hyderabad,01-07-17,18144
Foreign,Hyderabad,01-08-17,16985
Foreign,Hyderabad,01-09-17,27856
Foreign,Hyderabad,01-10-17,26368
Foreign,Hyderabad,01-11-17,29170
Foreign,Hyderabad,01-12-17,38933
Foreign,Jagtial ,01-01-17,0
Foreign,Jagtial ,01-02-17,0
Foreign,Jagtial ,01-03-17,0
Foreign,Jagtial ,01-04-17,0
Foreign,Jagtial ,01-05-17,0
